location_aaq,Date,NOx,PM2.5,Toluene,Benzene,SO2,Xylene,Ozone,PM10,NH3,CO
"Rajendranaga, NG Rang Agricultural University ",2022-03-01,23.31933007724949,,,,,,,73.4668318567971,30.5248651207914,
"Nacharam, Police station ",2022-03-01,23.95693432541421,,,,4.43458451405392,,,103.83539794517104,32.72713799173438,
"Abids, Police station ",2022-03-01,29.174137490531887,,,,3.714996674564555,,,123.18710401303838,28.661833561999167,
"KBRN Park, DFO office ",2022-03-01,20.83067807654596,,,,4.002257921231583,,,82.04207577320923,27.13271492705103,
HCU,2022-03-01,43.46746000000002,45.096774193548384,,2.4859234516129027,5.134116129032259,,20.93759523529412,126.3225806451613,8.878167709677419,0.5525279258064516
Sanathnagar,2022-03-01,30.20815577249576,64.35483870967742,,,4.119103322580645,,13.828025129032255,,,0.8365639483870966
Zoopark,2022-03-01,34.307036129032255,79.66666666666667,,5.477115419354839,3.6226891935483874,,17.392515161290323,175.90322580645162,4.466483387096774,1.101773848387097
Pashamylaram,2022-03-01,59.87276645161291,59.96774193548387,,7.351315896451612,4.551541387096775,,20.63635741935483,146.48387096774192,4.351964483870968,0.6011757500000001
"Bollaram, CAAQMS",2022-03-01,25.950855161290324,62.193548387096776,,,20.86441832258064,,,148.4516129032258,34.943868709677425,
ICRISAT,2022-03-01,25.39049419354839,57.25806451612903,,0.1567474577419355,14.777419354838706,,59.90967741935484,135.2258064516129,15.475094838709682,0.3948387096774194
ECIL,2022-03-01,,,,,,,,,,
Nacharam,2022-03-01,,,,,,,,,,
Malakpet louis,2022-03-01,,,,,,,,,,
Khairthabad RTA,2022-03-01,,,,,,,,,,
Komaplly,2022-03-01,,,,,,,,,,
Kokapet,2022-03-01,,,,,,,,,,
Sympony Park,2022-03-01,,,,,,,,,,
IITH ,2022-03-01,,,,,,,,,,
"R.C.Puram, Medak",2022-03-01,33.6,45.0,,,8.6,,,92.0,26.0,
"Bollaram, Sangareddy (SAAQM)",2022-03-01,32.4,,,,14.8,,,86.0,,
"Sangareddy, Medak",2022-03-01,26.8,30.0,,,6.6,,,65.0,18.0,
"PETL, Sangareddy (SAAQM)",2022-03-01,29.3,,,,12.0,,,74.0,,
"Gaddapotharam, Medak",2022-03-01,38.5,,,,13.5,,,95.0,23.0,
"Nalgonda, RO Building, Nalgonda",2022-03-01,25.0,29.0,,,7.5,,,57.0,14.0,
"Choutuppal, Nalgonda",2022-03-01,32.5,,,,17.5,,,96.0,25.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2022-03-01,23.8,,,,6.1,,,52.0,16.0,
"Subhasnagar,  Nizamabad",2022-03-01,26.1,,,,6.6,,,64.0,17.0,
" Mandamarri, Adilabad",2022-03-01,25.6,,,,8.2,,,56.0,14.0,
"KUDA, Warangal ",2022-03-01,26.407238030713646,,,,5.651208847736626,,,49.10582565194736,,
" Mee-Seva, Warangal ",2022-03-01,33.11086959249222,,,,7.968364197530864,,,76.0577469837078,39.11615740740741,
"Balasamudram, Hanmakonda (SAAQM)",2022-03-01,15.821900406504067,,,,5.210937500000001,,,70.78373015872974,,
"Nakkalagutta, Hanmakonda (SAAQM)",2022-03-01,20.703125,,,,5.9296875,,,111.62280701754398,,
"Godavarikhani, Karimnagar",2022-03-01,40.99682441103512,44.0,,,7.643468915343915,,,89.3790373095224,40.40187931575643,
" DIC building, Karimnagar",2022-03-01,26.718938196326413,,,,6.807420267489712,,,98.74549591965877,23.3024210686096,
"CER Club, Kothagudem",2022-03-01,60.00185185185185,,,,7.227777777777779,,,64.81481481481482,67.14074074074075,
"Jalasouda, Khammam ",2022-03-01,51.46851851851852,,,,7.827777777777778,,,76.41803840877917,64.64351851851853,
"Kothur, Mahaboobnagar",2022-03-01,43.3155174144334,,,,9.15030864197531,,,91.5779476706158,40.24152777777778,
"Balanagar , CITD office ",2022-04-01,33.1,,,,3.2,,,116.0,38.0,
"Uppal, Modern food Industry, IDA",2022-04-01,25.5,,,,3.0,,,113.0,45.0,
"Jubilee Hills, Police station",2022-04-01,25.3,,,,3.1,,,87.0,31.0,
"Paradise, HMWS &SB Pump house ",2022-04-01,30.8,,,,3.3,,,108.0,33.0,
"Charminar, TSRTC bus station ",2022-04-01,28.2,28.0,,,3.1,,,91.0,32.0,
"Jeedimetla, Industrial Association Building",2022-04-01,37.8,29.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2022-04-01,30.14615841181251,,,,4.063797836525421,,,,40.11205399612889,
"MGBS, Bus stand ",2022-04-01,33.508498489865886,,,,4.546493744024427,,,108.38641606993878,34.47230535815558,
"Chikkadapally, Lepakshi Emporium ",2022-04-01,25.28638021165587,,,,4.036587048349066,,,95.06820759930864,29.249460000733755,
"Langar House, Police Station ",2022-04-01,32.039711706039526,,,,4.400356445109507,,,103.13006609302988,28.825599617579385,
"Madhapur, Shilpa Kalavedika ",2022-04-01,27.31193474185316,,,,3.9196408335918353,,,124.1418017735156,27.67233962552543,
"Shameerpet, MRO office",2022-04-01,20.253531108451973,,,,3.4500089846831075,,,78.55435653766895,31.406287878787964,
"Kukatpally, JNTU",2022-04-01,34.4,,,,2.8,,,87.0,30.0,
"Sainikpuri,  MRO office ",2022-04-01,25.034974963462822,,,,3.2095497956719,,,67.51566140072536,26.67793880096809,
"Rajendranaga, NG Rang Agricultural University ",2022-04-01,25.58856975354171,,,,,,,71.87616909839167,30.448530781066868,
"Nacharam, Police station ",2022-04-01,24.82996170634399,,,,4.016034385900666,,,90.4066703687301,29.92335334129349,
"Abids, Police station ",2022-04-01,32.14051079904702,,,,3.9248303137190064,,,100.50665696674209,26.641429640356083,
"KBRN Park, DFO office ",2022-04-01,25.15368081159645,,,,3.584916653733216,,,84.28564987224252,25.64016250468043,
HCU,2022-04-01,55.59332533333333,33.724137931034484,,1.8316176666666664,3.7521837333333328,,19.59107966666667,102.1,8.785045366666669,0.4696573666666665
Sanathnagar,2022-04-01,27.394503,48.0,,0.0267887263333333,3.806046033333333,,15.748852,,,0.7630066400000002
Zoopark,2022-04-01,22.835784333333333,57.44827586206897,,4.045251700000001,3.6956190666666666,,17.22304833333333,124.66666666666669,4.297022366666667,0.8883020066666667
Pashamylaram,2022-04-01,51.659770740740726,42.2962962962963,,2.646264266666666,3.1629072307692305,,23.00837111111112,115.33333333333331,6.060782925925927,0.5615882808695651
"Bollaram, CAAQMS",2022-04-01,26.22456310344828,46.89655172413793,,,19.18431241379311,,,129.51724137931035,31.17681965517242,
ICRISAT,2022-04-01,16.189301033333333,40.13333333333333,,0.11329786,10.596666666666664,,67.69666666666667,97.96666666666668,15.023029666666666,0.3133333333333333
ECIL,2022-04-01,11.3,31.0,,0.83,3.97,,25.8,85.0,11.02,0.91
Nacharam,2022-04-01,20.1,22.45,,0.56,5.04,,8.61,36.14,20.0,0.5
Malakpet louis,2022-04-01,20.96,59.0,,0.81,22.29,,14.92,100.95,17.18,0.81
Khairthabad RTA,2022-04-01,21.35,34.0,,0.98,8.59,,34.2,81.0,20.0,0.63
Komaplly,2022-04-01,9.0,29.0,,0.59,5.63,,25.6,47.0,10.85,0.71
Kokapet,2022-04-01,11.45,24.0,,0.79,22.43,,20.87,43.0,12.0,0.51
Sympony Park,2022-04-01,9.99,27.0,,0.92,5.46,,19.89,45.0,12.19,0.54
IITH ,2022-04-01,15.92,41.0,,0.8,5.76,,32.65,60.0,10.0,0.47
"R.C.Puram, Medak",2022-04-01,31.7,41.0,,,7.6,,,90.0,23.0,
"Bollaram, Sangareddy (SAAQM)",2022-04-01,33.8,,,,15.8,,,90.0,,
"Sangareddy, Medak",2022-04-01,24.7,,,,6.2,,,68.0,16.0,
"PETL, Sangareddy (SAAQM)",2022-04-01,25.5,,,,9.5,,,75.0,,
"Gaddapotharam, Medak",2022-04-01,37.1,,,,14.5,,,94.0,20.0,
"Nalgonda, RO Building, Nalgonda",2022-04-01,24.2,,,,6.6,,,54.0,12.0,
"Choutuppal, Nalgonda",2022-04-01,33.6,,,,19.8,,,98.0,26.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2022-04-01,21.4,,,,6.6,,,56.0,18.0,
"Subhasnagar,  Nizamabad",2022-04-01,24.0,,,,7.8,,,58.0,16.0,
" Mandamarri, Adilabad",2022-04-01,28.2,,,,9.5,,,65.0,18.0,
"KUDA, Warangal ",2022-04-01,25.4,,,,6.0,,,66.0,,
" Mee-Seva, Warangal ",2022-04-01,34.2,,,,7.6,,,60.0,40.0,
"Balasamudram, Hanmakonda (SAAQM)",2022-04-01,23.6,,,,5.9,,,79.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2022-04-01,26.1,,,,7.4,,,83.0,,
"Godavarikhani, Karimnagar",2022-04-01,40.5,,,,7.6,,,67.0,42.0,
" DIC building, Karimnagar",2022-04-01,28.4,,,,8.0,,,70.0,24.0,
"CER Club, Kothagudem",2022-04-01,57.2,,,,6.9,,,65.0,71.0,
"Jalasouda, Khammam ",2022-04-01,44.6,,,,7.3,,,78.0,65.0,
"Kothur, Mahaboobnagar",2022-04-01,43.8,,,,8.8,,,85.0,43.0,
"Balanagar , CITD office ",2022-05-01,31.0,,,,3.3,,,126.0,32.0,
"Uppal, Modern food Industry, IDA",2022-05-01,25.3,,,,3.1,,,114.0,45.0,
"Jubilee Hills, Police station",2022-05-01,26.3,,,,2.8,,,91.0,34.0,
"Paradise, HMWS &SB Pump house ",2022-05-01,33.5,,,,3.1,,,106.0,30.0,
"Charminar, TSRTC bus station ",2022-05-01,28.3,27.0,,,3.3,,,97.0,26.0,
"Jeedimetla, Industrial Association Building",2022-05-01,28.6,36.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2022-05-01,22.62831697903008,,,,4.553181960687169,,,,38.285584861440825,
"MGBS, Bus stand ",2022-05-01,22.94314858457422,,,,4.154701638831545,,,91.98057668830565,34.39311022919331,
"Chikkadapally, Lepakshi Emporium ",2022-05-01,22.550197092880364,,,,4.124319324936618,,,90.26998378850398,29.344598245837272,
"Langar House, Police Station ",2022-05-01,24.47154765856993,,,,4.578325407435431,,,90.99151458950544,28.96125849673923,
"Madhapur, Shilpa Kalavedika ",2022-05-01,20.23992557035556,,,,3.819675329675981,,,106.22851218837611,30.432288055824365,
"Shameerpet, MRO office",2022-05-01,20.816812689907195,,,,4.1466458567153,,,95.25290674778994,31.84175084175056,
"Kukatpally, JNTU",2022-05-01,26.6,,,,2.5,,,83.0,32.0,
"Sainikpuri,  MRO office ",2022-05-01,27.12065798120597,,,,3.700837189527248,,,74.13908240789432,32.76443446810179,
"Rajendranaga, NG Rang Agricultural University ",2022-05-01,17.7805283930776,,,,,,,55.91948466332192,30.158427032681505,
"Nacharam, Police station ",2022-05-01,22.592988441473228,,,,4.143379467257164,,,82.98978970203892,32.68815112927373,
"Abids, Police station ",2022-05-01,31.20040291707341,,,,4.784110045233275,,,96.95008010558416,29.68004135715008,
"KBRN Park, DFO office ",2022-05-01,18.990724614425343,,,,3.928992786937117,,,65.9285505945546,29.292001216366707,
HCU,2022-05-01,57.75970483870967,29.967741935483872,,0.8778570925333334,3.470422225806451,,17.438372903225805,102.48387096774194,8.12557822580645,0.3991537322580644
Sanathnagar,2022-05-01,25.23262146953404,42.64516129032258,,0.0120205461290322,3.848570290322581,,15.648612580645162,,,0.5421979000000001
Zoopark,2022-05-01,18.72032741935484,51.935483870967744,,3.026866470967743,3.691895483870967,,17.29259096774194,114.6774193548387,2.832887322580645,0.7962314193548387
Pashamylaram,2022-05-01,30.599828214285708,38.285714285714285,,2.5645450185185186,4.16521937037037,,18.95435351851852,120.11111111111111,7.22121207142857,0.5868956370370372
"Bollaram, CAAQMS",2022-05-01,29.022877741935485,41.935483870967744,,,15.111300838709672,,,136.83870967741936,29.006909032258065,
ICRISAT,2022-05-01,16.300390741935484,32.74193548387097,,0.0862155991290322,8.848387096774196,,56.98387096774192,99.64516129032258,16.81925964516129,0.2922580645161291
ECIL,2022-05-01,19.32,14.32,,0.8,6.04,,25.87,46.0,12.14,0.54
Nacharam,2022-05-01,21.0,27.0,,1.0,7.69,,6.06,43.0,12.14,0.39
Malakpet louis,2022-05-01,21.0,28.0,,0.89,9.53,,20.78,47.0,18.7,0.33
Khairthabad RTA,2022-05-01,26.7,38.0,,1.71,4.01,,32.0,63.0,9.93,0.66
Komaplly,2022-05-01,10.0,17.0,,0.43,6.22,,25.0,58.0,10.39,0.25
Kokapet,2022-05-01,13.35,23.0,,0.68,12.73,,29.81,35.0,21.66,0.48
Sympony Park,2022-05-01,7.8,34.0,,0.91,7.76,,24.98,35.0,12.5,0.44
IITH ,2022-05-01,20.0,36.0,,0.89,3.96,,16.34,60.0,14.63,0.22
"R.C.Puram, Medak",2022-05-01,33.9,36.0,,,8.6,,,85.0,22.0,
"Bollaram, Sangareddy (SAAQM)",2022-05-01,36.5,,,,13.3,,,87.0,,
"Sangareddy, Medak",2022-05-01,24.4,,,,7.5,,,65.0,15.0,
"PETL, Sangareddy (SAAQM)",2022-05-01,28.3,,,,8.5,,,73.0,,
"Gaddapotharam, Medak",2022-05-01,35.6,,,,15.6,,,96.0,21.0,
"Nalgonda, RO Building, Nalgonda",2022-05-01,25.5,,,,7.5,,,51.0,14.0,
"Choutuppal, Nalgonda",2022-05-01,32.4,,,,18.1,,,97.0,27.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2022-05-01,23.4,,,,5.9,,,53.0,16.0,
"Subhasnagar,  Nizamabad",2022-05-01,24.6,,,,7.3,,,56.0,14.0,
" Mandamarri, Adilabad",2022-05-01,26.5,,,,7.9,,,60.0,14.0,
"KUDA, Warangal ",2022-05-01,28.0,,,,6.0,,,53.0,,
" Mee-Seva, Warangal ",2022-05-01,34.2,,,,7.8,,,77.0,40.0,
"Balasamudram, Hanmakonda (SAAQM)",2022-05-01,,,,,,,,,,
"Nakkalagutta, Hanmakonda (SAAQM)",2022-05-01,20.1,,,,7.6,,,65.0,,
"Godavarikhani, Karimnagar",2022-05-01,48.5,,,,7.8,,,73.0,43.0,
" DIC building, Karimnagar",2022-05-01,26.8,,,,6.3,,,78.0,20.0,
"CER Club, Kothagudem",2022-05-01,55.2,,,,8.1,,,93.0,72.0,
"Jalasouda, Khammam ",2022-05-01,41.0,,,,7.1,,,77.0,66.0,
"Kothur, Mahaboobnagar",2022-05-01,45.6,,,,8.2,,,84.0,42.0,
"Balanagar , CITD office ",2022-06-01,24.2,,,,2.7,,,105.0,29.0,
"Uppal, Modern food Industry, IDA",2022-06-01,14.6,,,,2.7,,,88.0,38.0,
"Jubilee Hills, Police station",2022-06-01,21.5,,,,2.5,,,79.0,33.0,
"Paradise, HMWS &SB Pump house ",2022-06-01,26.4,,,,2.8,,,87.0,18.0,
"Charminar, TSRTC bus station ",2022-06-01,15.6,26.0,,,2.9,,,93.0,18.0,
"Jeedimetla, Industrial Association Building",2022-06-01,15.0,27.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2022-06-01,23.290590734698096,,,,3.548364934993588,,,,33.03703513661116,
"MGBS, Bus stand ",2022-06-01,18.852903846322626,,,,3.961071081730173,,,78.76192645338249,28.77454140650632,
"Chikkadapally, Lepakshi Emporium ",2022-06-01,21.70573736461237,,,,3.4098703080183728,,,80.61323107619384,28.988153136306007,
"Langar House, Police Station ",2022-06-01,24.93766564085694,,,,3.767646894476728,,,73.22856541606569,26.919753086423725,
"Madhapur, Shilpa Kalavedika ",2022-06-01,17.167289629570234,,,,3.385019024589188,,,73.83757153991931,27.33356061033016,
"Shameerpet, MRO office",2022-06-01,20.95101071692553,,,,3.55351851851856,,,62.41683501683499,29.49225589225573,
"Kukatpally, JNTU",2022-06-01,21.0,,,,2.5,,,58.0,27.0,
"Sainikpuri,  MRO office ",2022-06-01,22.75974716947983,,,,2.6793819572888777,,,59.64962109827701,27.58125187969612,
"Rajendranaga, NG Rang Agricultural University ",2022-06-01,13.061831082044112,,,,,,,46.19245908016103,24.85133405987272,
"Nacharam, Police station ",2022-06-01,16.556776548624935,,,,3.6331921269343295,,,69.06070485983057,31.158131617067625,
"Abids, Police station ",2022-06-01,27.89658932877891,,,,3.533118814670696,,,85.12912042614273,21.786562078139987,
"KBRN Park, DFO office ",2022-06-01,14.6476726768126,,,,3.05448545577464,,,52.11117160750442,24.737732399724305,
HCU,2022-06-01,50.16653107142857,12.814814814814817,,1.4371252714285714,2.8393690714285715,,8.684633214285713,45.142857142857146,8.158347535714285,0.3142310071428572
Sanathnagar,2022-06-01,20.31599033333333,27.83333333333333,,0.0039729245333333,3.0364479333333327,,14.309037666666663,,,0.4621342499999999
Zoopark,2022-06-01,15.732225333333332,28.666666666666668,,1.6174902666666666,3.5122783333333336,,16.389739333333335,61.93333333333333,1.63088593,0.5726528133333332
Pashamylaram,2022-06-01,25.80077133333333,22.293055555555554,,2.1215657233333336,3.672978466666667,,10.44663685714286,62.400299850074965,7.499496366666666,0.709239
"Bollaram, CAAQMS",2022-06-01,32.595486666666666,28.866666666666667,,,17.646659566666667,,,97.2,31.018882666666663,
ICRISAT,2022-06-01,10.85426415128205,14.74102564102564,,0.0271528909,6.311538461538462,,39.38153846153845,48.84615384615384,11.214696110256408,0.760583554376658
ECIL,2022-06-01,20.76,20.5,,0.84,8.34,,25.06,33.24,24.41,0.56
Nacharam,2022-06-01,21.02,37.01,,1.24,4.58,,11.96,65.09,21.44,0.31
Malakpet louis,2022-06-01,21.01,24.16,,1.47,24.4,,24.22,67.0,40.01,0.69
Khairthabad RTA,2022-06-01,23.7,44.27,,1.41,3.12,,18.77,78.44,3.76,0.77
Komaplly,2022-06-01,17.61,13.54,,3.28,4.72,,28.46,22.42,12.86,0.47
Kokapet,2022-06-01,16.0,22.63,,1.8,12.24,,8.11,32.34,22.83,0.37
Sympony Park,2022-06-01,6.23,32.51,,1.32,10.9,,24.13,51.37,6.82,0.49
IITH ,2022-06-01,20.0,41.95,,1.51,6.55,,31.27,62.18,15.05,0.24
"R.C.Puram, Medak",2022-06-01,28.4,33.0,,,7.5,,,81.0,20.0,
"Bollaram, Sangareddy (SAAQM)",2022-06-01,33.8,,,,14.5,,,91.0,,
"Sangareddy, Medak",2022-06-01,22.4,,,,6.4,,,60.0,13.0,
"PETL, Sangareddy (SAAQM)",2022-06-01,24.8,,,,10.5,,,78.0,,
"Gaddapotharam, Medak",2022-06-01,31.3,,,,12.5,,,90.0,19.0,
"Nalgonda, RO Building, Nalgonda",2022-06-01,24.5,,,,6.3,,,49.0,13.0,
"Choutuppal, Nalgonda",2022-06-01,32.5,,,,15.1,,,92.0,23.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2022-06-01,21.4,,,,5.5,,,50.0,13.0,
"Subhasnagar,  Nizamabad",2022-06-01,23.4,30.0,,,6.0,,,52.0,15.0,
" Mandamarri, Adilabad",2022-06-01,25.0,31.0,,,8.6,,,57.0,16.0,
"KUDA, Warangal ",2022-06-01,29.5,,,,5.8,,,72.0,,
" Mee-Seva, Warangal ",2022-06-01,34.7,,,,7.5,,,85.0,39.0,
"Balasamudram, Hanmakonda (SAAQM)",2022-06-01,17.4,,,,5.6,,,79.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2022-06-01,22.1,,,,5.3,,,73.0,,
"Godavarikhani, Karimnagar",2022-06-01,45.1,,,,7.4,,,88.0,43.0,
" DIC building, Karimnagar",2022-06-01,32.0,,,,6.4,,,92.0,31.0,
"CER Club, Kothagudem",2022-06-01,54.9,,,,5.3,,,92.0,73.0,
"Jalasouda, Khammam ",2022-06-01,45.4,,,,7.4,,,81.0,67.0,
"Kothur, Mahaboobnagar",2022-06-01,42.5,,,,7.4,,,110.0,39.0,
"Balanagar , CITD office ",2022-07-01,22.0,21.0,,,2.2,,,82.0,23.0,
"Uppal, Modern food Industry, IDA",2022-07-01,20.0,20.0,,,2.0,,,54.0,21.0,
"Jubilee Hills, Police station",2022-07-01,19.4,20.0,,,2.0,,,65.0,22.0,
"Paradise, HMWS &SB Pump house ",2022-07-01,22.3,,,,2.1,,,69.0,19.0,
"Charminar, TSRTC bus station ",2022-07-01,15.6,21.0,,,2.0,,,77.0,13.0,
"Jeedimetla, Industrial Association Building",2022-07-01,21.0,26.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2022-07-01,20.993540790563493,,,,3.2214417841777365,,,,36.305611181875385,
"MGBS, Bus stand ",2022-07-01,21.254795606555504,,,,3.2882123404157766,,,59.44862845289261,33.80712070946989,
"Chikkadapally, Lepakshi Emporium ",2022-07-01,18.58132856703368,,,,2.94101314066584,,,47.129278900110975,35.55845491957235,
"Langar House, Police Station ",2022-07-01,22.906593886014416,,,,3.4524936868686065,,,61.71962682379382,31.25514403292719,
"Madhapur, Shilpa Kalavedika ",2022-07-01,23.754571065411607,,,,3.063061219382277,,,50.57823447252493,27.32378394534176,
"Shameerpet, MRO office",2022-07-01,20.849212398374075,,,,3.616898148148144,,,53.71422558922577,27.96464646464621,
"Kukatpally, JNTU",2022-07-01,19.9,,,,2.0,,,62.0,17.0,
"Sainikpuri,  MRO office ",2022-07-01,17.69264484844725,,,,3.325116424850374,,,37.90774058704436,28.04255518140896,
"Rajendranaga, NG Rang Agricultural University ",2022-07-01,11.51931190538929,,,,,,,30.0007344045624,25.708801287867907,
"Nacharam, Police station ",2022-07-01,14.886720279727497,,,,2.926229871334648,,,45.83525151298628,35.342403823595944,
"Abids, Police station ",2022-07-01,25.239372895624022,,,,3.123684764309984,,,49.85600723670328,22.300224466919136,
"KBRN Park, DFO office ",2022-07-01,13.462078867947564,,,,2.502601243920667,,,33.3309255274956,32.620838009732886,
HCU,2022-07-01,40.76759096774192,10.483870967741936,,0.9173871032258069,2.632998580645161,,5.63365870967742,30.933333333333334,6.55747370967742,0.2731118322580644
Sanathnagar,2022-07-01,18.460257666666667,24.666666666666668,,0.0032815428,3.649822633333332,,21.12569433333334,,,0.3065936333333333
Zoopark,2022-07-01,11.96678912903226,22.225806451612904,,1.6772423677419357,3.6383262580645153,,14.795249354838711,37.96774193548387,1.894813903225807,0.5427466419354837
Pashamylaram,2022-07-01,20.247570322580643,18.806451612903224,,2.5916170333333333,5.41493670967742,,2.9474785862068966,48.06896551724138,8.215138032258066,0.528343376923077
"Bollaram, CAAQMS",2022-07-01,28.726184516129035,22.516129032258064,,,13.920323580645162,,,54.36666666666667,26.134378387096763,
ICRISAT,2022-07-01,10.88924112903226,11.419354838709678,,0.0138042516451612,6.064516129032257,,26.73548387096774,30.580645161290324,10.15484335483871,0.5916129032258063
ECIL,2022-07-01,10.27,22.61,,1.74,5.59,,24.42,47.82,13.27,0.55
Nacharam,2022-07-01,9.61,18.28,,1.45,3.9,,14.6,34.63,11.84,0.76
Malakpet louis,2022-07-01,11.22,29.23,,1.41,8.63,,24.99,58.05,14.78,0.77
Khairthabad RTA,2022-07-01,19.31,18.23,,1.49,2.67,,18.74,53.19,10.34,0.66
Komaplly,2022-07-01,9.26,24.28,,1.35,6.06,,36.22,43.47,10.92,1.01
Kokapet,2022-07-01,10.23,30.06,,1.8,6.56,,17.05,46.61,14.03,0.54
Sympony Park,2022-07-01,8.59,23.77,,1.21,5.79,,20.32,43.99,12.34,0.65
IITH ,2022-07-01,18.67,21.96,,1.6,3.47,,29.65,41.48,15.0,0.29
"R.C.Puram, Medak",2022-07-01,25.7,,,,7.2,,,71.0,19.0,
"Bollaram, Sangareddy (SAAQM)",2022-07-01,30.3,,,,9.3,,,76.0,,
"Sangareddy, Medak",2022-07-01,21.3,,,,5.4,,,53.0,12.0,
"PETL, Sangareddy (SAAQM)",2022-07-01,25.7,,,,7.7,,,64.0,,
"Gaddapotharam, Medak",2022-07-01,28.8,,,,11.9,,,79.0,18.0,
"Nalgonda, RO Building, Nalgonda",2022-07-01,21.6,,,,6.5,,,45.0,13.0,
"Choutuppal, Nalgonda",2022-07-01,31.5,,,,12.5,,,81.0,22.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2022-07-01,21.8,,,,4.9,,,43.0,11.0,
"Subhasnagar,  Nizamabad",2022-07-01,21.3,24.0,,,5.5,,,46.0,13.0,
" Mandamarri, Adilabad",2022-07-01,23.1,26.0,,,6.8,,,48.0,15.0,
"KUDA, Warangal ",2022-07-01,29.5,,,,6.4,,,38.0,,
" Mee-Seva, Warangal ",2022-07-01,30.2,,,,7.2,,,47.0,36.0,
"Balasamudram, Hanmakonda (SAAQM)",2022-07-01,18.8,,,,5.6,,,47.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2022-07-01,21.8,,,,7.1,,,51.0,,
"Godavarikhani, Karimnagar",2022-07-01,42.8,20.0,,,7.4,,,68.0,40.0,
" DIC building, Karimnagar",2022-07-01,29.3,,,,7.0,,,69.0,33.0,
"CER Club, Kothagudem",2022-07-01,48.8,,,,7.7,,,84.0,64.0,
"Jalasouda, Khammam ",2022-07-01,45.6,,,,7.4,,,73.0,62.0,
"Kothur, Mahaboobnagar",2022-07-01,41.0,34.0,,,8.4,,,80.0,40.0,
"Balanagar , CITD office ",2022-08-01,25.2,,,,2.3,,,53.0,34.0,
"Uppal, Modern food Industry, IDA",2022-08-01,17.2,21.0,,,2.3,,,56.0,41.0,
"Jubilee Hills, Police station",2022-08-01,16.3,19.0,,,2.2,,,54.0,22.0,
"Paradise, HMWS &SB Pump house ",2022-08-01,23.2,,,,2.5,,,61.0,26.0,
"Charminar, TSRTC bus station ",2022-08-01,12.7,19.0,,,2.3,,,66.0,24.0,
"Jeedimetla, Industrial Association Building",2022-08-01,20.6,31.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2022-08-01,22.5186324022623,,,,2.347208031770889,,,,50.20238969879071,
"MGBS, Bus stand ",2022-08-01,22.11280102857789,,,,2.100723671904087,,,59.300714207012,46.639824167656606,
"Chikkadapally, Lepakshi Emporium ",2022-08-01,19.309998245121,,,,2.2665830917936907,,,58.04544178697731,23.97581898107789,
"Langar House, Police Station ",2022-08-01,17.135845811320287,,,,2.5655214698424595,,,61.84374610300554,40.20700835516151,
"Madhapur, Shilpa Kalavedika ",2022-08-01,16.685120406595253,,,,2.560264560908957,,,51.26902795806316,32.34095964679129,
"Shameerpet, MRO office",2022-08-01,12.53083258699352,,,,3.2889206008674794,,,69.92474481994748,30.068181818181543,
"Kukatpally, JNTU",2022-08-01,17.5,,,,2.3,,,53.0,10.0,
"Sainikpuri,  MRO office ",2022-08-01,17.88719547510755,,,,2.397316979019489,,,50.74190796778555,30.58810686760297,
"Rajendranaga, NG Rang Agricultural University ",2022-08-01,11.427424500422878,,,,,,,43.73705454715977,16.511673577823466,
"Nacharam, Police station ",2022-08-01,16.231829696556467,,,,2.608531767064509,,,59.73144261507772,43.85162271446863,
"Abids, Police station ",2022-08-01,19.55322405970248,,,,2.7948758417509434,,,63.48456779943405,32.941638608345656,
"KBRN Park, DFO office ",2022-08-01,17.392163504968416,,,,2.26675188094942,,,35.37827938970721,28.67957351291083,
HCU,2022-08-01,39.20245967741936,9.96774193548387,,1.77416178,2.806359096774193,,5.310523322580647,36.0,4.985052516129033,0.2704482516129032
Sanathnagar,2022-08-01,16.310539032258067,22.705645161290324,,0.1160127046774193,3.285968838709678,,22.96750096774193,,,0.2849421064516129
Zoopark,2022-08-01,12.387780299999998,23.86206896551724,,1.5534114500000002,3.3406487,,14.691837666666665,40.266666666666666,1.7007696333333335,0.4582876233333334
Pashamylaram,2022-08-01,7.426773483870968,20.548387096774192,,4.552999967741934,6.738303838709677,,10.400068129032256,54.903225806451616,1.8954929129032263,
"Bollaram, CAAQMS",2022-08-01,26.16678516129032,22.096774193548388,,,20.09419877419355,,,63.1,26.041520322580645,
ICRISAT,2022-08-01,11.930571290322582,11.96774193548387,,0.1234333643354838,6.238709677419356,,27.232258064516127,33.483870967741936,9.178016838709675,0.565483870967742
